condition,run,seed,mean_beta,popularity_strength,exploration,mu_content,mu_social,mean_epsilon,mean_susceptibility,homophily_strength,rewiring_fraction,rewire_interval,consolidation_strength,dynamic_stubbornness,initial_variance,final_variance,variance_change,initial_pairwise_distance,final_pairwise_distance,pairwise_distance_change,final_extremity,polarization_score,ever_flip_fraction,persistent_flip_fraction,mean_crossings,maximum_crossings,mean_edge_distance,same_side_edge_fraction,final_clustering,mean_beta_level,popularity_strength_level,exploration_level,mu_content_level,mu_social_level,mean_epsilon_level,mean_susceptibility_level,homophily_strength_level,rewiring_fraction_level,rewire_interval_level,consolidation_strength_level
search_006,3,16875,4.0,0.0,0.1,0.25,0.35,0.55,0.25,3.0,0.01,20,0.0,False,0.38745078684412804,0.5631573858276709,0.1757065989835429,0.6933205503850062,0.7789228495748715,0.08560229918986528,0.7492985234491588,0.5836457410672624,0.0,0.0,0.0,0,0.5920115059976565,0.6166666666666667,0.4069761904761905,moderate,none,moderate,moderate,strong,moderate,resistant,moderate,slow,moderate,none
search_006,4,17875,4.0,0.0,0.1,0.25,0.35,0.55,0.25,3.0,0.01,20,0.0,False,0.38745078684412804,0.5154760063936404,0.1280252195495124,0.6933205503850062,0.7595174406091141,0.06619689022410791,0.7137311223381695,0.542091235321357,0.02,0.02,0.02,1,0.5432972936878349,0.64,0.40633333333333327,moderate,none,moderate,moderate,strong,moderate,resistant,moderate,slow,moderate,none
search_006,5,18875,4.0,0.0,0.1,0.25,0.35,0.55,0.25,3.0,0.01,20,0.0,False,0.38745078684412804,0.5463429472736392,0.15889216042951115,0.6933205503850062,0.7792239009685084,0.08590335058350218,0.7351769034161836,0.5728674145819068,0.0,0.0,0.0,0,0.5924355036411176,0.6133333333333333,0.3999761904761903,moderate,none,moderate,moderate,strong,moderate,resistant,moderate,slow,moderate,none
search_006,6,19875,4.0,0.0,0.1,0.25,0.35,0.55,0.25,3.0,0.01,20,0.0,False,0.38745078684412804,0.5208598352502045,0.13340904840607648,0.6933205503850062,0.764109053098606,0.07078850271359982,0.7157849005681204,0.5469377225953863,0.02,0.02,0.02,1,0.5469838916405524,0.64,0.4032857142857144,moderate,none,moderate,moderate,strong,moderate,resistant,moderate,slow,moderate,none
search_006,7,20875,4.0,0.0,0.1,0.25,0.35,0.55,0.25,3.0,0.01,20,0.0,False,0.38745078684412804,0.5539836984778552,0.1665329116337272,0.6933205503850062,0.7731935822326222,0.07987303184761607,0.7439347431618201,0.5752055690125935,0.02,0.02,0.02,1,0.5554491404380483,0.6433333333333333,0.40976984126984106,moderate,none,moderate,moderate,strong,moderate,resistant,moderate,slow,moderate,none
search_007,0,13876,8.0,1.5,0.35,0.25,0.05,0.3,0.25,0.5,0.1,40,0.0,False,0.38745078684412804,0.538097636489304,0.15064684964517594,0.6933205503850062,0.780789792692031,0.0874692423070248,0.7275900219282387,0.5680948623861398,0.0,0.0,0.0,0,0.5450207033775989,0.66,0.28265079365079343,strong,strong,high,moderate,weak,narrow,resistant,weak,rapid,infrequent,none
search_007,1,14876,8.0,1.5,0.35,0.25,0.05,0.3,0.25,0.5,0.1,40,0.0,False,0.38745078684412804,0.5630057768696937,0.17555499002556563,0.6933205503850062,0.8067792742176585,0.11345872383265232,0.7423146172898072,0.5988840481782296,0.0,0.0,0.0,0,0.532723126798093,0.6833333333333333,0.27537301587301566,strong,strong,high,moderate,weak,narrow,resistant,weak,rapid,infrequent,none
search_007,2,15876,8.0,1.5,0.35,0.25,0.05,0.3,0.25,0.5,0.1,40,0.0,False,0.38745078684412804,0.5414076993493666,0.15395691250523857,0.6933205503850062,0.7856224393351181,0.09230188895011193,0.7303160647549325,0.5737526882783941,0.0,0.0,0.0,0,0.5236825745334657,0.6766666666666666,0.3136190476190474,strong,strong,high,moderate,weak,narrow,resistant,weak,rapid,infrequent,none
search_007,3,16876,8.0,1.5,0.35,0.25,0.05,0.3,0.25,0.5,0.1,40,0.0,False,0.38745078684412804,0.5424703411187062,0.15501955427457814,0.6933205503850062,0.7835584272243756,0.09023787683936946,0.7320750430938661,0.5736235693768467,0.0,0.0,0.0,0,0.5306846116716293,0.67,0.27489105339105313,strong,strong,high,moderate,weak,narrow,resistant,weak,rapid,infrequent,none
search_007,4,17876,8.0,1.5,0.35,0.25,0.05,0.3,0.25,0.5,0.1,40,0.0,False,0.38745078684412804,0.5332031316665801,0.14575234482245203,0.6933205503850062,0.7793570782770989,0.0860365278920927,0.7247314056913534,0.5648245508752681,0.0,0.0,0.0,0,0.5191048061540667,0.6766666666666666,0.28040836940836916,strong,strong,high,moderate,weak,narrow,resistant,weak,rapid,infrequent,none
