condition,run,seed,mean_beta,popularity_strength,exploration,mu_content,mu_social,mean_epsilon,mean_susceptibility,homophily_strength,rewiring_fraction,rewire_interval,consolidation_strength,dynamic_stubbornness,initial_variance,final_variance,variance_change,initial_pairwise_distance,final_pairwise_distance,pairwise_distance_change,final_extremity,polarization_score,ever_flip_fraction,persistent_flip_fraction,mean_crossings,maximum_crossings,mean_edge_distance,same_side_edge_fraction,final_clustering,mean_beta_level,popularity_strength_level,exploration_level,mu_content_level,mu_social_level,mean_epsilon_level,mean_susceptibility_level,homophily_strength_level,rewiring_fraction_level,rewire_interval_level,consolidation_strength_level
search_007,5,18876,8.0,1.5,0.35,0.25,0.05,0.3,0.25,0.5,0.1,40,0.0,False,0.38745078684412804,0.5397801868379797,0.15232939999385164,0.6933205503850062,0.7848132254700604,0.09149267508505421,0.7293716734849245,0.5724205356341993,0.0,0.0,0.0,0,0.536545233930778,0.6666666666666666,0.26174603174603167,strong,strong,high,moderate,weak,narrow,resistant,weak,rapid,infrequent,none
search_007,6,19876,8.0,1.5,0.35,0.25,0.05,0.3,0.25,0.5,0.1,40,0.0,False,0.38745078684412804,0.5262161752495924,0.13876538840546437,0.6933205503850062,0.7695814079623887,0.07626085757738255,0.7212124903085787,0.5550317237317366,0.0,0.0,0.0,0,0.4872594454335376,0.6966666666666667,0.2845584415584413,strong,strong,high,moderate,weak,narrow,resistant,weak,rapid,infrequent,none
search_007,7,20876,8.0,1.5,0.35,0.25,0.05,0.3,0.25,0.5,0.1,40,0.0,False,0.38745078684412804,0.5400752058499577,0.15262441900582968,0.6933205503850062,0.7811017523974273,0.08778120201242112,0.7303311737615094,0.5704629596555849,0.0,0.0,0.0,0,0.5143830050949195,0.6866666666666666,0.2572539682539681,strong,strong,high,moderate,weak,narrow,resistant,weak,rapid,infrequent,none
search_008,0,13877,4.0,0.5,0.02,0.45,0.35,0.95,0.25,3.0,0.01,40,0.0,False,0.38745078684412804,0.3439929280257716,-0.043457858818356454,0.6933205503850062,0.6504950609254657,-0.042825489459540456,0.5726594456787268,0.37251214100632685,0.08,0.08,0.08,1,0.39689026361672286,0.6833333333333333,0.45200793650793647,moderate,moderate,rare,strong,strong,broad,resistant,moderate,slow,infrequent,none
search_008,1,14877,4.0,0.5,0.02,0.45,0.35,0.95,0.25,3.0,0.01,40,0.0,False,0.38745078684412804,0.3445132585089789,-0.04293752833514913,0.6933205503850062,0.6474571771553885,-0.04586337322961764,0.5731131655257792,0.37106623234190994,0.08,0.08,0.08,1,0.3979455151093471,0.69,0.4595238095238096,moderate,moderate,rare,strong,strong,broad,resistant,moderate,slow,infrequent,none
search_008,2,15877,4.0,0.5,0.02,0.45,0.35,0.95,0.25,3.0,0.01,40,0.0,False,0.38745078684412804,0.36945532908301354,-0.017995457761114497,0.6933205503850062,0.6657855013158562,-0.02753504906914994,0.5953735907958231,0.3963911046182185,0.05,0.05,0.07,3,0.4533024493040512,0.6533333333333333,0.4552619047619048,moderate,moderate,rare,strong,strong,broad,resistant,moderate,slow,infrequent,none
search_008,3,16877,4.0,0.5,0.02,0.45,0.35,0.95,0.25,3.0,0.01,40,0.0,False,0.38745078684412804,0.37306987431754535,-0.01438091252658269,0.6933205503850062,0.6781548112674144,-0.015165739117591781,0.5916996606290715,0.40126397168090117,0.06,0.06,0.06,1,0.45994185500358287,0.6598639455782312,0.4636428571428571,moderate,moderate,rare,strong,strong,broad,resistant,moderate,slow,infrequent,none
search_008,4,17877,4.0,0.5,0.02,0.45,0.35,0.95,0.25,3.0,0.01,40,0.0,False,0.38745078684412804,0.3471129215563401,-0.04033786528778793,0.6933205503850062,0.6516478303305112,-0.04167272005449496,0.5753595922402301,0.37493182994319363,0.09,0.09,0.11,3,0.3895154801597341,0.7066666666666667,0.458404761904762,moderate,moderate,rare,strong,strong,broad,resistant,moderate,slow,infrequent,none
search_008,5,18877,4.0,0.5,0.02,0.45,0.35,0.95,0.25,3.0,0.01,40,0.0,False,0.38745078684412804,0.3918365127439854,0.004385725899857362,0.6933205503850062,0.6853978987351924,-0.007922651649813761,0.6109551483211154,0.4187473748807403,0.06,0.06,0.06,1,0.4697602799541664,0.65,0.4500952380952382,moderate,moderate,rare,strong,strong,broad,resistant,moderate,slow,infrequent,none
search_008,6,19877,4.0,0.5,0.02,0.45,0.35,0.95,0.25,3.0,0.01,40,0.0,False,0.38745078684412804,0.36303878797598627,-0.02441199886814177,0.6933205503850062,0.6699773307698454,-0.023343219615160726,0.5853282221732683,0.3921566399159054,0.1,0.1,0.1,1,0.3460761680471751,0.74,0.4620476190476194,moderate,moderate,rare,strong,strong,broad,resistant,moderate,slow,infrequent,none
search_008,7,20877,4.0,0.5,0.02,0.45,0.35,0.95,0.25,3.0,0.01,40,0.0,False,0.38745078684412804,0.37298446883487096,-0.014466318009257073,0.6933205503850062,0.666864810688986,-0.02645573969602022,0.5998129719874785,0.3999941640132279,0.09,0.09,0.11,3,0.3974274973643544,0.7033333333333334,0.45560317460317473,moderate,moderate,rare,strong,strong,broad,resistant,moderate,slow,infrequent,none
search_009,0,13878,4.0,0.5,0.02,0.25,0.35,0.95,0.25,0.5,0.01,40,0.3,True,0.38745078684412804,0.3949742849776007,0.007523498133472639,0.6933205503850062,0.7080682874409016,0.014747737055895382,0.5989377275167396,0.4240888110065231,0.13,0.13,0.13,1,0.38055859212776855,0.7414965986394558,0.45328571428571435,moderate,moderate,rare,moderate,strong,broad,resistant,weak,slow,infrequent,moderate
search_009,1,14878,4.0,0.5,0.02,0.25,0.35,0.95,0.25,0.5,0.01,40,0.3,True,0.38745078684412804,0.31600382363031243,-0.0714469632138156,0.6933205503850062,0.6378544273620051,-0.055466123023001024,0.5295110219847623,0.33775094970996067,0.18,0.18,0.18,1,0.3107827070329445,0.7979094076655052,0.4625952380952383,moderate,moderate,rare,moderate,strong,broad,resistant,weak,slow,infrequent,moderate
search_009,2,15878,4.0,0.5,0.02,0.25,0.35,0.95,0.25,0.5,0.01,40,0.3,True,0.38745078684412804,0.3838861468880279,-0.003564639956100124,0.6933205503850062,0.6881572595095992,-0.005163290875407012,0.6038798182156,0.41556428077640223,0.11,0.11,0.11,1,0.4241876775618276,0.7066666666666667,0.4512142857142858,moderate,moderate,rare,moderate,strong,broad,resistant,weak,slow,infrequent,moderate
search_009,3,16878,4.0,0.5,0.02,0.25,0.35,0.95,0.25,0.5,0.01,40,0.3,True,0.38745078684412804,0.3892872722840066,0.0018364854398785768,0.6933205503850062,0.6885613947501428,-0.004759155634863399,0.6073110262602794,0.4181709272889186,0.16,0.16,0.16,1,0.3259671306735073,0.7766666666666666,0.4488809523809524,moderate,moderate,rare,moderate,strong,broad,resistant,weak,slow,infrequent,moderate
search_009,4,17878,4.0,0.5,0.02,0.25,0.35,0.95,0.25,0.5,0.01,40,0.3,True,0.38745078684412804,0.40053078980066176,0.01308000295653372,0.6933205503850062,0.6963221932645683,0.003001642879562172,0.6218275210588123,0.4329923032959418,0.11,0.11,0.11,1,0.4236217504835563,0.7133333333333334,0.4506428571428572,moderate,moderate,rare,moderate,strong,broad,resistant,weak,slow,infrequent,moderate
search_009,5,18878,4.0,0.5,0.02,0.25,0.35,0.95,0.25,0.5,0.01,40,0.3,True,0.38745078684412804,0.43992661543619344,0.0524758285920654,0.6933205503850062,0.7245381357348707,0.03121758534986452,0.6504078720389077,0.4712453070743545,0.12,0.12,0.12,1,0.39736420039818715,0.73,0.4624285714285717,moderate,moderate,rare,moderate,strong,broad,resistant,weak,slow,infrequent,moderate
search_009,6,19878,4.0,0.5,0.02,0.25,0.35,0.95,0.25,0.5,0.01,40,0.3,True,0.38745078684412804,0.30677431056341825,-0.08067647628070979,0.6933205503850062,0.6259853376910784,-0.06733521269392773,0.5250212699237707,0.3286556169482305,0.17,0.17,0.17,1,0.322320577621859,0.7666666666666667,0.4558571428571431,moderate,moderate,rare,moderate,strong,broad,resistant,weak,slow,infrequent,moderate
search_009,7,20878,4.0,0.5,0.02,0.25,0.35,0.95,0.25,0.5,0.01,40,0.3,True,0.38745078684412804,0.35433522827531094,-0.033115558568817094,0.6933205503850062,0.6686402502613481,-0.024680300123658072,0.571572350596065,0.3821762795450199,0.21,0.2,0.22,2,0.30040401152103047,0.8033333333333333,0.4500555555555556,moderate,moderate,rare,moderate,strong,broad,resistant,weak,slow,infrequent,moderate
search_010,0,13870,4.0,0.5,0.02,0.25,0.05,0.95,0.45,0.5,0.04,20,0.5,True,0.38745078684412804,0.5203119415756529,0.13286115473152482,0.6933205503850062,0.7572309021096164,0.06391035172461024,0.7187079490950805,0.5442278686466201,0.0,0.0,0.0,0,0.4903841631406722,0.6866666666666666,0.2594444444444442,moderate,moderate,rare,moderate,weak,broad,moderate,weak,moderate,moderate,strong
search_010,1,14870,4.0,0.5,0.02,0.25,0.05,0.95,0.45,0.5,0.04,20,0.5,True,0.38745078684412804,0.485454932452526,0.09800414560839799,0.6933205503850062,0.7385243104605304,0.04520376007552418,0.6912151055342263,0.5104791591945672,0.0,0.0,0.0,0,0.4693973669106878,0.68,0.2609126984126984,moderate,moderate,rare,moderate,weak,broad,moderate,weak,moderate,moderate,strong
search_010,2,15870,4.0,0.5,0.02,0.25,0.05,0.95,0.45,0.5,0.04,20,0.5,True,0.38745078684412804,0.5008413227617088,0.11339053591758075,0.6933205503850062,0.7462212875987774,0.0529007372137712,0.7033410468128909,0.5248480615737874,0.0,0.0,0.0,0,0.47098907007876695,0.6833333333333333,0.28507936507936493,moderate,moderate,rare,moderate,weak,broad,moderate,weak,moderate,moderate,strong
search_010,3,16870,4.0,0.5,0.02,0.25,0.05,0.95,0.45,0.5,0.04,20,0.5,True,0.38745078684412804,0.47477318459631845,0.08732239775219042,0.6933205503850062,0.7366676822334557,0.043347131848449516,0.6825887122488034,0.5028410445710452,0.0,0.0,0.0,0,0.4732170183948968,0.6833333333333333,0.27157142857142846,moderate,moderate,rare,moderate,weak,broad,moderate,weak,moderate,moderate,strong
search_010,4,17870,4.0,0.5,0.02,0.25,0.05,0.95,0.45,0.5,0.04,20,0.5,True,0.38745078684412804,0.5151830092082745,0.1277322223641465,0.6933205503850062,0.7543480856633769,0.06102753527837068,0.7144755564501635,0.5389632682614568,0.0,0.0,0.0,0,0.49309239209583583,0.68,0.2772460317460316,moderate,moderate,rare,moderate,weak,broad,moderate,weak,moderate,moderate,strong
search_010,5,18870,4.0,0.5,0.02,0.25,0.05,0.95,0.45,0.5,0.04,20,0.5,True,0.38745078684412804,0.4863442722817543,0.09889348543762627,0.6933205503850062,0.7411617033013347,0.04784115291632851,0.6923245332368624,0.5131244302911344,0.0,0.0,0.0,0,0.4688995429660565,0.6933333333333334,0.2719444444444443,moderate,moderate,rare,moderate,weak,broad,moderate,weak,moderate,moderate,strong
search_010,6,19870,4.0,0.5,0.02,0.25,0.05,0.95,0.45,0.5,0.04,20,0.5,True,0.38745078684412804,0.5157789558846996,0.12832816904057154,0.6933205503850062,0.7530474906771001,0.05972694029209391,0.7154070747032136,0.5387355024178997,0.0,0.0,0.0,0,0.49838991139563193,0.6733333333333333,0.27569841269841244,moderate,moderate,rare,moderate,weak,broad,moderate,weak,moderate,moderate,strong
search_010,7,20870,4.0,0.5,0.02,0.25,0.05,0.95,0.45,0.5,0.04,20,0.5,True,0.38745078684412804,0.48358279031427803,0.09613200347015,0.6933205503850062,0.7414504462027957,0.04812989581778948,0.6895572345585715,0.5112725192458187,0.0,0.0,0.0,0,0.48695301014966247,0.6766666666666666,0.26303968253968235,moderate,moderate,rare,moderate,weak,broad,moderate,weak,moderate,moderate,strong
search_011,0,13871,1.0,1.5,0.02,0.45,0.15,0.55,0.25,0.5,0.04,10,0.0,False,0.38745078684412804,0.4670324632909319,0.07958167644680386,0.6933205503850062,0.7152831471471331,0.021962596762126974,0.681852730670886,0.4877177670851379,0.01,0.01,0.01,1,0.35683787811789996,0.7666666666666667,0.17624603174603173,weak,strong,rare,strong,moderate,moderate,resistant,weak,moderate,frequent,none
search_011,1,14871,1.0,1.5,0.02,0.45,0.15,0.55,0.25,0.5,0.04,10,0.0,False,0.38745078684412804,0.4615024314602257,0.07405164461609764,0.6933205503850062,0.7171184299962836,0.02379787961127744,0.6762796546955459,0.48497260421369864,0.02,0.02,0.04,3,0.35883736708777975,0.7633333333333333,0.18416594516594503,weak,strong,rare,strong,moderate,moderate,resistant,weak,moderate,frequent,none
search_011,2,15871,1.0,1.5,0.02,0.45,0.15,0.55,0.25,0.5,0.04,10,0.0,False,0.38745078684412804,0.44458698196937013,0.057136195125242095,0.6933205503850062,0.701733036078139,0.008412485693132798,0.6621941004008635,0.4646834765473299,0.03,0.03,0.09,5,0.33537637917725616,0.77,0.21906349206349204,weak,strong,rare,strong,moderate,moderate,resistant,weak,moderate,frequent,none
search_011,3,16871,1.0,1.5,0.02,0.45,0.15,0.55,0.25,0.5,0.04,10,0.0,False,0.38745078684412804,0.44102244841497146,0.05357166157084342,0.6933205503850062,0.7014920594534976,0.0081715090684914,0.6590723259899219,0.46233400328747726,0.03,0.03,0.07,3,0.3492067634200607,0.7666666666666667,0.19454978354978344,weak,strong,rare,strong,moderate,moderate,resistant,weak,moderate,frequent,none
search_011,4,17871,1.0,1.5,0.02,0.45,0.15,0.55,0.25,0.5,0.04,10,0.0,False,0.38745078684412804,0.4739214797006289,0.08647069285650089,0.6933205503850062,0.72193295837786,0.028612407992853806,0.6859497514916053,0.4952097333928925,0.0,0.0,0.0,0,0.34716439788125253,0.7766666666666666,0.1798650793650793,weak,strong,rare,strong,moderate,moderate,resistant,weak,moderate,frequent,none
search_011,5,18871,1.0,1.5,0.02,0.45,0.15,0.55,0.25,0.5,0.04,10,0.0,False,0.38745078684412804,0.4369209739436249,0.049470187099496854,0.6933205503850062,0.6975708218086911,0.004250271423684948,0.6575700144401996,0.4587016553698029,0.01,0.01,0.03,3,0.3151322922983202,0.79,0.19435064935064925,weak,strong,rare,strong,moderate,moderate,resistant,weak,moderate,frequent,none
search_011,6,19871,1.0,1.5,0.02,0.45,0.15,0.55,0.25,0.5,0.04,10,0.0,False,0.38745078684412804,0.45954658309367297,0.07209579624954493,0.6933205503850062,0.7112567256655793,0.01793617528057312,0.6755648957965981,0.4805000757588966,0.01,0.01,0.01,1,0.3071700573375147,0.8033333333333333,0.20191486291486274,weak,strong,rare,strong,moderate,moderate,resistant,weak,moderate,frequent,none
search_011,7,20871,1.0,1.5,0.02,0.45,0.15,0.55,0.25,0.5,0.04,10,0.0,False,0.38745078684412804,0.44915177727290556,0.061700990428777525,0.6933205503850062,0.7011191073134764,0.007798556928470202,0.6703353291594293,0.4699849075809444,0.03,0.03,0.03,1,0.2557194569822678,0.8366666666666667,0.2197063492063491,weak,strong,rare,strong,moderate,moderate,resistant,weak,moderate,frequent,none
search_012,0,13872,4.0,0.5,0.1,0.1,0.35,0.95,0.45,3.0,0.04,40,0.5,True,0.38745078684412804,0.26714144998332534,-0.1203093368608027,0.6933205503850062,0.5768625678478374,-0.11645798253716877,0.5012383378308228,0.2891456346648703,0.27,0.25,0.29,2,0.12899215883722084,0.92,0.41222222222222216,moderate,moderate,moderate,weak,strong,broad,moderate,moderate,moderate,infrequent,strong
search_012,1,14872,4.0,0.5,0.1,0.1,0.35,0.95,0.45,3.0,0.04,40,0.5,True,0.38745078684412804,0.24329902843803658,-0.14415175840609146,0.6933205503850062,0.5532722072658834,-0.14004834311912273,0.47319901384303725,0.26180786286497654,0.27,0.24,0.3,2,0.1448675224659765,0.89,0.39442857142857135,moderate,moderate,moderate,weak,strong,broad,moderate,moderate,moderate,infrequent,strong
search_012,2,15872,4.0,0.5,0.1,0.1,0.35,0.95,0.45,3.0,0.04,40,0.5,True,0.38745078684412804,0.2589954378945763,-0.12845534894955174,0.6933205503850062,0.5741268581105189,-0.11919369227448728,0.48414348354215486,0.2779597770807391,0.24,0.22,0.25,2,0.17263430220736062,0.8805460750853242,0.4137777777777776,moderate,moderate,moderate,weak,strong,broad,moderate,moderate,moderate,infrequent,strong
search_012,3,16872,4.0,0.5,0.1,0.1,0.35,0.95,0.45,3.0,0.04,40,0.5,True,0.38745078684412804,0.1996839431687077,-0.18776684367542035,0.6933205503850062,0.5011068587742509,-0.1922136916107553,0.4442523751133279,0.2226179121960399,0.3,0.27,0.32,2,0.127928811068349,0.9183673469387755,0.39982539682539686,moderate,moderate,moderate,weak,strong,broad,moderate,moderate,moderate,infrequent,strong
search_012,4,17872,4.0,0.5,0.1,0.1,0.35,0.95,0.45,3.0,0.04,40,0.5,True,0.38745078684412804,0.23503966865259618,-0.15241111819153186,0.6933205503850062,0.5556157202656532,-0.13770483011935297,0.4459232466335976,0.24776196586152485,0.2,0.2,0.2,1,0.20310029271333246,0.8203389830508474,0.4117857142857144,moderate,moderate,moderate,weak,strong,broad,moderate,moderate,moderate,infrequent,strong
search_012,5,18872,4.0,0.5,0.1,0.1,0.35,0.95,0.45,3.0,0.04,40,0.5,True,0.38745078684412804,0.20669718280651841,-0.18075360403760962,0.6933205503850062,0.5234394242381137,-0.16988112614689244,0.42166511615616387,0.22071614562207975,0.21,0.19,0.23,2,0.22008289316472626,0.8027210884353742,0.39069047619047603,moderate,moderate,moderate,weak,strong,broad,moderate,moderate,moderate,infrequent,strong
search_012,6,19872,4.0,0.5,0.1,0.1,0.35,0.95,0.45,3.0,0.04,40,0.5,True,0.38745078684412804,0.2047994374357958,-0.18265134940833225,0.6933205503850062,0.5133040208317663,-0.18001652955323988,0.42697416595042226,0.2191675561736416,0.28,0.26,0.3,2,0.14662724915372607,0.9,0.419015873015873,moderate,moderate,moderate,weak,strong,broad,moderate,moderate,moderate,infrequent,strong
search_012,7,20872,4.0,0.5,0.1,0.1,0.35,0.95,0.45,3.0,0.04,40,0.5,True,0.38745078684412804,0.20185286064837576,-0.18559792619575227,0.6933205503850062,0.49156028359561704,-0.20176026678938913,0.4567517508547027,0.2245210201829323,0.26,0.25,0.27,2,0.13677596695799793,0.8966666666666666,0.4243015873015874,moderate,moderate,moderate,weak,strong,broad,moderate,moderate,moderate,infrequent,strong
search_013,0,13873,8.0,0.0,0.02,0.45,0.15,0.3,0.25,0.5,0.04,10,0.5,True,0.38745078684412804,0.6506285235504943,0.26317773670636624,0.6933205503850062,0.84002219838609,0.14670164800108387,0.8050904151677781,0.6762938204488069,0.0,0.0,0.0,0,0.3862886952098963,0.7833333333333333,0.2171608946608946,strong,none,rare,strong,moderate,narrow,resistant,weak,moderate,frequent,strong
search_013,1,14873,8.0,0.0,0.02,0.45,0.15,0.3,0.25,0.5,0.04,10,0.5,True,0.38745078684412804,0.6528997573384012,0.2654489704942732,0.6933205503850062,0.8465971829043121,0.1532766325193059,0.8057329168436391,0.6821312175730992,0.0,0.0,0.0,0,0.32753847451924195,0.8266666666666667,0.20542929292929282,strong,none,rare,strong,moderate,narrow,resistant,weak,moderate,frequent,strong
search_013,2,15873,8.0,0.0,0.02,0.45,0.15,0.3,0.25,0.5,0.04,10,0.5,True,0.38745078684412804,0.6269345892934333,0.23948380244930523,0.6933205503850062,0.8340444578167616,0.14072390743175545,0.7869710124751252,0.6563688114173237,0.0,0.0,0.0,0,0.3496866644878411,0.8066666666666666,0.20220418470418466,strong,none,rare,strong,moderate,narrow,resistant,weak,moderate,frequent,strong
search_013,3,16873,8.0,0.0,0.02,0.45,0.15,0.3,0.25,0.5,0.04,10,0.5,True,0.38745078684412804,0.6563263907175291,0.26887560387340104,0.6933205503850062,0.8498185108310046,0.1564979604459984,0.8077107570928339,0.6864075527748154,0.0,0.0,0.0,0,0.38360779063257844,0.7933333333333333,0.21903174603174594,strong,none,rare,strong,moderate,narrow,resistant,weak,moderate,frequent,strong
search_013,4,17873,8.0,0.0,0.02,0.45,0.15,0.3,0.25,0.5,0.04,10,0.5,True,0.38745078684412804,0.6255086013875787,0.23805781454345065,0.6933205503850062,0.8328605481618837,0.13953999777687753,0.7877166683951904,0.6560581362358711,0.0,0.0,0.0,0,0.3501621530073872,0.81,0.165505217005217,strong,none,rare,strong,moderate,narrow,resistant,weak,moderate,frequent,strong
search_013,5,18873,8.0,0.0,0.02,0.45,0.15,0.3,0.25,0.5,0.04,10,0.5,True,0.38745078684412804,0.6607837588359367,0.2733329719918086,0.6933205503850062,0.8493471814962937,0.15602663111128756,0.8106262974950643,0.6885031610242089,0.0,0.0,0.0,0,0.34778826326861545,0.8133333333333334,0.19192712842712836,strong,none,rare,strong,moderate,narrow,resistant,weak,moderate,frequent,strong
search_013,6,19873,8.0,0.0,0.02,0.45,0.15,0.3,0.25,0.5,0.04,10,0.5,True,0.38745078684412804,0.6363320081708678,0.24888122132673973,0.6933205503850062,0.8356059520471223,0.14228540166211612,0.795375373634071,0.6646203963203334,0.0,0.0,0.0,0,0.33978539173924627,0.8166666666666667,0.17621933621933603,strong,none,rare,strong,moderate,narrow,resistant,weak,moderate,frequent,strong
search_013,7,20873,8.0,0.0,0.02,0.45,0.15,0.3,0.25,0.5,0.04,10,0.5,True,0.38745078684412804,0.62587437635017,0.23842358950604192,0.6933205503850062,0.834928360809439,0.14160781042443282,0.7850769168264788,0.6554829832752602,0.0,0.0,0.0,0,0.3273410060212756,0.8133333333333334,0.1916673881673881,strong,none,rare,strong,moderate,narrow,resistant,weak,moderate,frequent,strong
search_014,0,13874,1.0,0.5,0.35,0.25,0.35,0.55,0.25,6.0,0.04,20,0.3,True,0.38745078684412804,0.5749379651570421,0.18748717831291406,0.6933205503850062,0.7844839902306944,0.0911634398456882,0.7579207760047453,0.5945767146389469,0.03,0.03,0.03,1,0.3191536902240113,0.8066666666666666,0.2934682539682538,weak,moderate,high,moderate,strong,moderate,resistant,strong,moderate,moderate,moderate
search_014,1,14874,1.0,0.5,0.35,0.25,0.35,0.55,0.25,6.0,0.04,20,0.3,True,0.38745078684412804,0.5767092203806441,0.18925843353651606,0.6933205503850062,0.7867554321705952,0.09343488178558901,0.758524360312816,0.5967731609098338,0.01,0.01,0.01,1,0.35762556056516276,0.78,0.2761190476190474,weak,moderate,high,moderate,strong,moderate,resistant,strong,moderate,moderate,moderate
search_014,2,15874,1.0,0.5,0.35,0.25,0.35,0.55,0.25,6.0,0.04,20,0.3,True,0.38745078684412804,0.5440150602635607,0.1565642734194327,0.6933205503850062,0.7837136912225325,0.09039314083752636,0.7269759484763472,0.5697410040103996,0.02,0.02,0.02,1,0.30690550386890436,0.8235294117647058,0.3083333333333331,weak,moderate,high,moderate,strong,moderate,resistant,strong,moderate,moderate,moderate
search_014,3,16874,1.0,0.5,0.35,0.25,0.35,0.55,0.25,6.0,0.04,20,0.3,True,0.38745078684412804,0.5361014070594023,0.1486506202152743,0.6933205503850062,0.7839475042284121,0.09062695384340591,0.7134619923688769,0.5593167482794114,0.03,0.02,0.04,2,0.32776425882343363,0.7959183673469388,0.28576984126984095,weak,moderate,high,moderate,strong,moderate,resistant,strong,moderate,moderate,moderate
search_014,4,17874,1.0,0.5,0.35,0.25,0.35,0.55,0.25,6.0,0.04,20,0.3,True,0.38745078684412804,0.5608894317917923,0.17343864494766426,0.6933205503850062,0.7864807034664142,0.09316015308140801,0.7426725255275229,0.5840976103220646,0.02,0.02,0.02,1,0.3462050586351032,0.79,0.2921428571428569,weak,moderate,high,moderate,strong,moderate,resistant,strong,moderate,moderate,moderate
search_014,5,18874,1.0,0.5,0.35,0.25,0.35,0.55,0.25,6.0,0.04,20,0.3,True,0.38745078684412804,0.5356632070089336,0.14821242016480551,0.6933205503850062,0.7681915540288453,0.07487100364383914,0.7266617943753151,0.5582154530745626,0.02,0.02,0.02,1,0.32488115901930964,0.8,0.2790396825396823,weak,moderate,high,moderate,strong,moderate,resistant,strong,moderate,moderate,moderate
search_014,6,19874,1.0,0.5,0.35,0.25,0.35,0.55,0.25,6.0,0.04,20,0.3,True,0.38745078684412804,0.5617395022922431,0.17428871544811508,0.6933205503850062,0.7845730269053535,0.09125247652034729,0.7461119818989106,0.5853793360487806,0.02,0.02,0.02,1,0.3549030908577205,0.7833333333333333,0.25573015873015853,weak,moderate,high,moderate,strong,moderate,resistant,strong,moderate,moderate,moderate
search_014,7,20874,1.0,0.5,0.35,0.25,0.35,0.55,0.25,6.0,0.04,20,0.3,True,0.38745078684412804,0.562473575624483,0.17502278878035493,0.6933205503850062,0.7757082639959744,0.0823877136109682,0.7502408857378488,0.5819680550545088,0.04,0.04,0.04,1,0.28977984504516363,0.8233333333333334,0.26541630591630583,weak,moderate,high,moderate,strong,moderate,resistant,strong,moderate,moderate,moderate
search_015,0,13875,4.0,0.5,0.1,0.45,0.15,0.55,0.25,0.5,0.01,20,0.3,True,0.38745078684412804,0.549363859715653,0.161913072871525,0.6933205503850062,0.7776034654157049,0.08428291503069874,0.7382950358229381,0.5741007783551286,0.0,0.0,0.0,0,0.6303933425721667,0.5966666666666667,0.4193730158730161,moderate,moderate,moderate,strong,moderate,moderate,resistant,weak,slow,moderate,moderate
search_015,1,14875,4.0,0.5,0.1,0.45,0.15,0.55,0.25,0.5,0.01,20,0.3,True,0.38745078684412804,0.5561741327543731,0.16872334591024507,0.6933205503850062,0.7748695128286369,0.08154896244363075,0.7445933234641237,0.5769626658081012,0.0,0.0,0.0,0,0.6308073161652077,0.5933333333333334,0.4303650793650795,moderate,moderate,moderate,strong,moderate,moderate,resistant,weak,slow,moderate,moderate
search_015,2,15875,4.0,0.5,0.1,0.45,0.15,0.55,0.25,0.5,0.01,20,0.3,True,0.38745078684412804,0.5603151593007065,0.17286437245657849,0.6933205503850062,0.7830191945535901,0.08969864416858397,0.7466662510226288,0.5846540064760876,0.0,0.0,0.0,0,0.6286804763143998,0.6,0.4257142857142856,moderate,moderate,moderate,strong,moderate,moderate,resistant,weak,slow,moderate,moderate
search_015,3,16875,4.0,0.5,0.1,0.45,0.15,0.55,0.25,0.5,0.01,20,0.3,True,0.38745078684412804,0.552387565681692,0.16493677883756397,0.6933205503850062,0.7741703560221449,0.08084980563713873,0.7415896474561444,0.5741167213934603,0.0,0.0,0.0,0,0.6232233286463676,0.5966666666666667,0.3986666666666666,moderate,moderate,moderate,strong,moderate,moderate,resistant,weak,slow,moderate,moderate
search_015,4,17875,4.0,0.5,0.1,0.45,0.15,0.55,0.25,0.5,0.01,20,0.3,True,0.38745078684412804,0.5410367848814919,0.15358599803736384,0.6933205503850062,0.7686587647122616,0.0753382143272554,0.7326644274131275,0.563168933723991,0.0,0.0,0.0,0,0.6254490973175719,0.5866666666666667,0.41290476190476183,moderate,moderate,moderate,strong,moderate,moderate,resistant,weak,slow,moderate,moderate
search_015,5,18875,4.0,0.5,0.1,0.45,0.15,0.55,0.25,0.5,0.01,20,0.3,True,0.38745078684412804,0.5736084524971979,0.1861576656530699,0.6933205503850062,0.7929568560279727,0.09963630564296655,0.7552119649050555,0.5988505053258205,0.0,0.0,0.0,0,0.6291235643841592,0.6033333333333334,0.4141349206349206,moderate,moderate,moderate,strong,moderate,moderate,resistant,weak,slow,moderate,moderate
search_015,6,19875,4.0,0.5,0.1,0.45,0.15,0.55,0.25,0.5,0.01,20,0.3,True,0.38745078684412804,0.5349494277492095,0.14749864090508147,0.6933205503850062,0.7689749896016872,0.07565443921668102,0.7273912302403056,0.5593456637103975,0.01,0.01,0.01,1,0.597920165760659,0.61,0.4111746031746031,moderate,moderate,moderate,strong,moderate,moderate,resistant,weak,slow,moderate,moderate
search_015,7,20875,4.0,0.5,0.1,0.45,0.15,0.55,0.25,0.5,0.01,20,0.3,True,0.38745078684412804,0.548071195479561,0.16062040863543292,0.6933205503850062,0.7747269166475371,0.08140636626253095,0.7366666443276187,0.5707154779570239,0.0,0.0,0.0,0,0.6067436331950338,0.6066666666666667,0.41448412698412695,moderate,moderate,moderate,strong,moderate,moderate,resistant,weak,slow,moderate,moderate
